3,100000
0.319878,0.386577,0.121299
0.297188,0.245914,0.183275
0.09268,0.422212,0.73389
0.936264,0.244724,0.102839
0.799168,0.068117,0.348304
0.250892,0.86528,0.55589
0.41958,0.058971,0.529196
0.214702,0.276878,0.622852
0.653513,0.984949,0.114418
0.08353,0.598224,0.83968
0.898499,0.918102,0.74261
0.019798,0.21529,0.988524
0.203074,0.824322,0.927088
0.453316,0.760587,0.171812
0.556155,0.076107,0.756282
0.420811,0.326999,0.621562
0.493054,0.262931,0.196885
0.02225,0.993986,0.990115
0.645102,0.163851,0.975065
0.275872,0.763734,0.089641
0.631905,0.662233,0.524095
0.374515,0.682032,0.255738
0.363039,0.401458,0.08006
0.80648,0.371126,0.840647
0.978292,0.927282,0.916754
0.734574,0.864445,0.760106
0.872488,0.357499,0.023037
0.069374,0.896101,0.533375
0.575841,0.541204,0.697227
0.550906,0.817076,0.460961
0.156899,0.965333,0.123194
0.680995,0.339848,0.321578
0.936733,0.21924,0.239388
0.016793,0.02572,0.610515
0.373793,0.520364,0.054149
0.806899,0.771291,0.918594
0.567005,0.643779,0.792446
0.106395,0.229505,0.688547
0.63977,0.805347,0.746103
0.336997,0.872605,0.079532
0.31431,0.029505,0.044865
0.437505,0.7105,0.901066
0.759083,0.163585,0.120306
0.514824,0.180378,0.662378
0.125339,0.070523,0.182742
0.69584,0.877423,0.954033
0.130786,0.96078,0.114165
0.439584,0.583527,0.34367
0.128132,0.73965,0.665369
0.874235,0.592999,0.537975
0.470119,0.90731,0.083832
0.514985,0.344815,0.310684
0.416051,0.62025,0.474269
0.052709,0.135074,0.170999
0.715087,0.776765,0.241523
0.897829,0.988957,0.635298
0.851863,0.119744,0.596078
0.966028,0.559328,0.179606
0.82605,0.203812,0.919256
0.007772,0.5944,0.512255
0.545747,0.064519,0.935917
0.145931,0.579504,0.280732
0.456615,0.511907,0.417335
0.447236,0.564616,0.068761
0.618235,0.279703,0.361879
0.37611,0.693885,0.350836
0.011408,0.545748,0.986932
0.607487,0.028128,0.546261
0.303445,0.37053,0.266425
0.739053,0.378302,0.860825
0.76766,0.440401,0.925345
0.703578,0.102684,0.021201
0.500662,0.075651,0.049461
0.434349,0.522887,0.614077
0.503111,0.141123,0.410133
0.86499,0.033585,0.104018
0.732178,0.044994,0.166118
0.719111,0.168833,0.710598
0.265372,0.98863,0.59748
0.531797,0.727683,0.975783
0.908975,0.011695,0.932536
0.350672,0.715273,0.035221
0.371873,0.732288,0.110872
0.421334,0.166637,0.150112
0.551764,0.1861,0.807587
0.961897,0.05109,0.841172
0.582267,0.783269,0.886166
0.748385,0.50238,0.571351
0.458983,0.284104,0.559981
0.056463,0.332253,0.287664
0.548598,0.75758,0.815712
0.997487,0.108252,0.047337
0.54906,0.996478,0.779625
0.659932,0.417812,0.462615
0.810044,0.485928,0.648715
0.133983,0.447825,0.216158
0.975156,0.030092,0.999427
0.377674,0.294829,0.018159
0.949026,0.270164,0.818615
0.509007,0.84298,0.150868
0.313024,0.90793,0.908449
0.128736,0.905417,0.533053
0.176073,0.454477,0.529531
0.472051,0.630762,0.463696
0.934666,0.957158,0.949624
0.099733,0.091142,0.913802
0.315891,0.066298,0.460246
0.315318,0.443972,0.755076
0.849829,0.392998,0.541592
0.668444,0.418358,0.384572
0.335665,0.731382,0.292503
0.760466,0.37647,0.19792
0.293519,0.552543,0.16875
0.823051,0.540946,0.799512
0.286747,0.475612,0.75667
0.752723,0.575346,0.847812
0.666525,0.891237,0.91411
0.126772,0.722908,0.874435
0.3982,0.089089,0.783785
0.939792,0.757534,0.202143
0.840717,0.609551,0.933525
0.13322,0.370017,0.826347
0.847492,0.663536,0.378891
0.016242,0.002939,0.919837
0.332106,0.806038,0.911802
0.088777,0.558762,0.0035
0.452941,0.741639,0.411089
0.883404,0.384763,0.650349
0.757839,0.782963,0.739439
0.541624,0.239108,0.013325
0.26012,0.079825,0.622876
0.709997,0.729397,0.992893
0.536345,0.093241,0.172781
0.431588,0.625836,0.692073
0.867777,0.957942,0.498111
0.779579,0.046719,0.573225
0.299431,0.499661,0.831217
0.226873,0.383065,0.21598
0.877222,0.657256,0.515296
0.133013,0.715232,0.270756
0.146338,0.975352,0.866933
0.769214,0.68535,0.59633
0.762107,0.738047,0.205923
0.451241,0.169635,0.831759
0.143314,0.037412,0.789702
0.641425,0.333344,0.836421
0.731003,0.149127,0.852434
0.56222,0.376,0.751851
0.294552,0.769575,0.925459
0.809848,0.902588,0.640692
0.080604,0.048927,0.132396
0.947537,0.818141,0.334098
0.060219,0.096601,0.072145
0.266143,0.547842,0.24178
0.097902,0.691156,0.795545
0.403956,0.848933,0.128889
0.75673,0.096288,0.278016
0.609164,0.17486,0.170369
0.877368,0.469413,0.939944
0.802827,0.795613,0.842532
0.959871,0.39257,0.891459
0.092268,0.856459,0.225953
0.426366,0.916679,0.838906
0.014864,0.699174,0.9031
0.772996,0.313428,0.110608
0.568541,0.717385,0.959541
0.69743,0.990467,0.572182
0.491799,0.115983,0.747042
0.662168,0.993351,0.732807
0.118464,0.312531,0.528421
0.960996,0.788754,0.437343
0.368808,0.881022,0.293802
0.111113,0.823741,0.726833
0.950019,0.354957,0.942359
0.853119,0.127953,0.255788
0.963727,0.696495,0.489525
0.43962,0.910277,0.479992
0.528154,0.918428,0.595975
0.275197,0.580596,0.105679
0.524356,0.69906,0.934562
0.569129,0.176409,0.723316
0.006472,0.545217,0.120691
0.300275,0.172682,0.460784
0.027108,0.122701,0.815741
0.969468,0.492172,0.460046
0.741608,0.972251,0.156541
0.747485,0.411871,0.583171
0.227477,0.940026,0.501599
0.339804,0.731575,0.598548
0.961835,0.772283,0.81396
0.896397,0.341413,0.990369
0.136066,0.347885,0.051938
0.773109,0.164512,0.22462
0.233893,0.191621,0.863673
0.565986,0.677441,0.872197
0.026032,0.935401,0.844448
0.182574,0.682886,0.772672
0.282097,0.426715,0.22905
0.783696,0.282871,0.476977
0.382244,0.244707,0.24926
0.196205,0.657456,0.590673
0.702926,0.309874,0.454911
0.754865,0.082983,0.619423
0.495837,0.833228,0.327396
0.875863,0.399214,0.521189
0.74806,0.425247,0.45659
0.592509,0.124173,0.655828
0.881533,0.40627,0.082543
0.110583,0.706318,0.365415
0.58756,0.088563,0.126474
0.83682,0.284768,0.300282
0.943846,0.504046,0.126509
0.398757,0.258911,0.209492
0.534532,0.271101,0.042721
0.378281,0.146964,0.958287
0.89947,0.895024,0.899886
0.872413,0.003885,0.540411
0.528241,0.885418,0.463033
0.127137,0.996001,0.169352
0.492552,0.099913,0.774267
0.135378,0.936734,0.059035
0.952012,0.88058,0.563081
0.078521,0.795689,0.338345
0.804366,0.846573,0.609446
0.363439,0.224854,0.75641
0.321726,0.124325,0.167786
0.737965,0.51309,0.171672
0.278376,0.041331,0.573442
0.74141,0.168468,0.085796
0.427114,0.177372,0.185709
0.201381,0.829102,0.122443
0.776768,0.297467,0.519375
0.856201,0.375988,0.831416
0.194546,0.180354,0.67799
0.320344,0.543793,0.902844
0.593106,0.381872,0.543521
0.277245,0.119837,0.056611
0.965269,0.398213,0.614295
0.538711,0.655975,0.299115
0.624507,0.083089,0.99284
0.810217,0.800822,0.821942
0.449012,0.57759,0.119409
0.48474,0.433792,0.01175
0.316156,0.14469,0.708456
0.994146,0.981387,0.768602
0.413343,0.574493,0.150474
0.956864,0.36809,0.270311
0.529828,0.333359,0.184876
0.660475,0.872071,0.357204
0.95959,0.01293,0.956645
0.95243,0.339499,0.757468
0.290725,0.304864,0.85141
0.926486,0.789604,0.801554
0.454588,0.10576,0.946245
0.163045,0.616259,0.443984
0.931647,0.545954,0.534829
0.598473,0.502818,0.90292
0.385136,0.548998,0.236279
0.570012,0.209473,0.10835
0.443568,0.685416,0.637633
0.400214,0.154198,0.977132
0.674034,0.444923,0.281996
0.525444,0.887762,0.587952
0.843351,0.34235,0.210065
0.789596,0.021747,0.342676
0.749932,0.953394,0.88863
0.284761,0.068219,0.9078
0.187681,0.453355,0.456799
0.423961,0.023368,0.182624
0.048663,0.983288,0.86804
0.686296,0.899854,0.022239
0.179781,0.573888,0.983514
0.461777,0.615685,0.387628
0.566082,0.459036,0.246331
0.776147,0.764984,0.268078
0.118823,0.514916,0.737825
0.007453,0.316029,0.806044
0.915253,0.503711,0.2594
0.888404,0.927672,0.79912
0.071029,0.976335,0.782408
0.455421,0.178984,0.198615
0.47766,0.358765,0.772503
0.977527,0.336894,0.90454
0.365155,0.902976,0.879928
0.127838,0.679123,0.161264
0.395917,0.797946,0.192532
0.133742,0.321751,0.508562
0.456138,0.753357,0.012273
0.715538,0.641761,0.456297
0.03101,0.229142,0.948984
0.329771,0.684564,0.127968
0.528386,0.678576,0.486733
0.817241,0.656103,0.823628
0.238134,0.537611,0.726604
0.118062,0.665449,0.92208
0.795679,0.577718,0.720026
0.504563,0.227812,0.55813
0.013125,0.683951,0.311487
0.54175,0.915841,0.953248
0.514399,0.946852,0.182391
0.463384,0.792975,0.383307
0.107704,0.321361,0.061883
0.594438,0.138602,0.234339
0.934418,0.893088,0.288302
0.661022,0.011151,0.470103
0.583102,0.323182,0.047822
0.819481,0.827745,0.275634
0.893963,0.357223,0.475937
0.20545,0.415325,0.391779
0.67505,0.929725,0.854983
0.373793,0.909461,0.16431
0.7571,0.017165,0.485671
0.335336,0.611603,0.140625
0.569675,0.546021,0.033714
0.374329,0.723396,0.561217
0.844432,0.82285,0.400751
0.892254,0.158683,0.228496
0.684241,0.052646,0.585719
0.67653,0.774448,0.517397
0.584661,0.449499,0.447122
0.955996,0.339644,0.356583
0.120306,0.096745,0.373748
0.122329,0.948433,0.501704
0.262955,0.518108,0.564077
0.813021,0.408789,0.803825
0.89059,0.253221,0.626676
0.291341,0.661828,0.301711
0.036189,0.862421,0.354358
0.138261,0.538951,0.645158
0.655658,0.123613,0.094657
0.10278,0.079609,0.434302
0.975715,0.199916,0.047399
0.865815,0.322245,0.995832
0.367519,0.101552,0.030292
0.447949,0.430925,0.439081
0.251774,0.837867,0.208654
0.394802,0.129208,0.386834
0.696514,0.165398,0.249255
0.567224,0.820011,0.788207
0.212382,0.475669,0.428172
0.823392,0.094801,0.507781
0.774046,0.070516,0.224049
0.337797,0.452683,0.062647
0.849981,0.336555,0.680551
0.880273,0.784504,0.627829
0.835706,0.036278,0.465696
0.560712,0.431081,0.594905
0.947547,0.643947,0.276655
0.713154,0.211171,0.613018
0.501361,0.939905,0.088687
0.445885,0.763297,0.183488
0.470019,0.537343,0.770356
0.694068,0.391492,0.223039
0.273067,0.241473,0.559594
0.469971,0.121746,0.86045
0.0978,0.473804,0.896729
0.563496,0.550869,0.844162
0.674753,0.498416,0.004461
0.46776,0.21157,0.215632
0.080778,0.229284,0.155537
0.685817,0.675169,0.435187
0.869305,0.66154,0.488882
0.156013,0.355609,0.880375
0.895405,0.145028,0.121848
0.971351,0.614999,0.759947
0.831802,0.229151,0.750103
0.244883,0.792648,0.300972
0.089045,0.983753,0.799388
0.609858,0.451514,0.527311
0.82549,0.048644,0.272947
0.497379,0.734462,0.464468
0.932566,0.120119,0.126009
0.937801,0.792485,0.99797
0.818176,0.68789,0.142998
0.456376,0.659241,0.27435
0.216323,0.491043,0.503501
0.966427,0.735926,0.812501
0.783751,0.341323,0.796255
0.099492,0.951181,0.764121
0.626803,0.293023,0.812765
0.89975,0.306755,0.063579
0.88057,0.755673,0.183699
0.006579,0.693474,0.976184
0.004549,0.51165,0.180426
0.6639,0.484379,0.839667
0.93825,0.700702,0.847063
0.958103,0.183481,0.099341
0.770605,0.967233,0.957017
0.083212,0.066725,0.908198
0.847333,0.20988,0.717574
0.17645,0.625982,0.024329
0.24003,0.506552,0.780002
0.940081,0.513132,0.473477
0.432617,0.034033,0.501479
0.613043,0.697933,0.985858
0.969062,0.152535,0.202913
0.332477,0.110639,0.902746
0.431819,0.397596,0.386331
0.388836,0.99716,0.969408
0.813386,0.844493,0.179288
0.047312,0.537295,0.321622
0.071641,0.777325,0.828175
0.367996,0.233758,0.857659
0.357825,0.666375,0.891692
0.859304,0.79577,0.105978
0.361515,0.764833,0.258513
0.08078,0.09731,0.885504
0.499878,0.045481,0.799452
0.88621,0.950669,0.796612
0.855618,0.764056,0.157457
0.551259,0.811368,0.694753
0.872881,0.399362,0.98843
0.217408,0.767358,0.222189
0.075067,0.641535,0.404916
0.96676,0.017191,0.200687
0.072738,0.378706,0.481872
0.847603,0.975838,0.095534
0.733108,0.475717,0.141016
0.048912,0.878279,0.091685
0.845525,0.733897,0.372093
0.002982,0.801508,0.699814
0.214087,0.67439,0.099176
0.202518,0.891798,0.382886
0.424707,0.483218,0.024421
0.829623,0.449978,0.041612
0.546662,0.039068,0.936671
0.028534,0.403023,0.428861
0.640421,0.652483,0.42093
0.781437,0.701396,0.299209
0.389474,0.546921,0.549459
0.27792,0.066255,0.350967
0.977734,0.796695,0.541709
0.593262,0.999213,0.94986
0.4925,0.940272,0.433078
0.033273,0.286247,0.399408
0.074885,0.83291,0.954828
0.527908,0.377796,0.357851
0.473122,0.018217,0.010335
0.894052,0.316006,0.711731
0.709614,0.221833,0.775004
0.259073,0.499753,0.357611
0.126392,0.993839,0.154306
0.184454,0.587101,0.669871
0.650666,0.079601,0.610143
0.083744,0.112874,0.412743
0.999504,0.704111,0.245653
0.954332,0.748372,0.139801
0.828535,0.221494,0.674371
0.83887,0.631898,0.990377
0.066953,0.341512,0.21221
0.358309,0.116937,0.228315
0.715921,0.759682,0.222154
0.386579,0.944136,0.809255
0.056451,0.594802,0.405208
0.666594,0.194898,0.034434
0.595689,0.194402,0.254898
0.841342,0.665086,0.00327
0.497496,0.493621,0.741116
0.171867,0.332492,0.373014
0.678596,0.915797,0.230879
0.407159,0.274107,0.347816
0.635474,0.990028,0.62385
0.857629,0.376607,0.567986
0.183236,0.94941,0.67914
0.104797,0.132357,0.39039
0.655583,0.728046,0.584792
0.910481,0.085741,0.76623
0.913751,0.583237,0.259852
0.171219,0.271456,0.108696
0.544234,0.950052,0.024493
0.775113,0.357211,0.2986
0.639281,0.509038,0.80498
0.263132,0.883019,0.69794
0.34747,0.582607,0.64735
0.542963,0.687404,0.296059
0.933353,0.342988,0.024106
0.034498,0.769821,0.109847
0.800728,0.199925,0.209436
0.576932,0.371144,0.480892
0.685628,0.915378,0.430944
0.226474,0.206843,0.304508
0.041426,0.846125,0.813546
0.362759,0.625609,0.696565
0.060699,0.973079,0.279172
0.224401,0.516042,0.482929
0.036813,0.965748,0.342269
0.060919,0.000246,0.11209
0.687118,0.800974,0.312015
0.896554,0.894259,0.68316
0.377446,0.579887,0.11489
0.324742,0.322713,0.321734
0.145602,0.36414,0.684211
0.959148,0.243251,0.30982
0.172065,0.30395,0.799251
0.96759,0.044703,0.831646
0.450519,0.081516,0.797394
0.30914,0.658787,0.79764
0.42123,0.345905,0.114966
0.249598,0.242459,0.525577
0.44911,0.136257,0.105465
0.564,0.977352,0.94453
0.402086,0.122954,0.825022
0.602649,0.598455,0.068273
0.912469,0.77052,0.888575
0.228073,0.73811,0.449631
0.059719,0.704981,0.531147
0.373465,0.014121,0.706287
0.687457,0.951704,0.052192
0.318775,0.717654,0.811004
0.844353,0.166764,0.947261
0.46617,0.247116,0.440965
0.4107,0.165555,0.56392
0.752075,0.768204,0.162375
0.820348,0.197026,0.449247
0.708924,0.425099,0.70371
0.158555,0.00117,0.408691
0.206054,0.890987,0.939165
0.912341,0.578444,0.407221
0.480886,0.897219,0.124875
0.29189,0.257924,0.807991
0.755503,0.724094,0.571459
0.196469,0.651147,0.737014
0.276741,0.403222,0.505219
0.955468,0.22357,0.218597
0.404715,0.448846,0.160048
0.108425,0.123753,0.161218
0.517117,0.329808,0.568557
0.972634,0.758501,0.147001
0.379855,0.239387,0.560572
0.50473,0.047629,0.818497
0.829073,0.319485,0.058943
0.400532,0.032306,0.71009
0.137547,0.309047,0.629664
0.159118,0.264515,0.853235
0.894067,0.66923,0.818433
0.054115,0.294008,0.942187
0.731685,0.327477,0.271995
0.300242,0.300111,0.546848
0.447243,0.679966,0.302588
0.007815,0.701048,0.866569
0.342664,0.530121,0.186054
0.401608,0.930653,0.21836
0.62805,0.584552,0.043759
0.257715,0.260022,0.308274
0.627302,0.154089,0.493857
0.445735,0.208204,0.787865
0.387922,0.939889,0.631694
0.176269,0.240131,0.931805
0.23947,0.203726,0.128123
0.542058,0.727894,0.829171
0.408627,0.070558,0.875644
0.111034,0.988518,0.806297
0.329394,0.132921,0.907202
0.373154,0.390636,0.683576
0.19778,0.53429,0.837666
0.207989,0.980025,0.562222
0.995854,0.8843,0.502112
0.1439,0.060569,0.258595
0.075705,0.300039,0.462322
0.72018,0.358449,0.706568
0.549351,0.767077,0.293478
0.424995,0.878111,0.281997
0.747645,0.723857,0.93127
0.171199,0.613363,0.838258
0.854775,0.811144,0.372548
0.208793,0.535485,0.352573
0.771016,0.53134,0.753225
0.78948,0.191592,0.813795
0.048075,0.267298,0.630186
0.026749,0.987478,0.988636
0.733317,0.053182,0.272065
0.543148,0.994529,0.666528
0.825145,0.258526,0.906737
0.272767,0.946077,0.520101
0.111025,0.800853,0.847597
0.483573,0.009646,0.383082
0.352498,0.780662,0.430774
0.105724,0.570142,0.622367
0.435871,0.13457,0.406017
0.066057,0.677671,0.909847
0.571045,0.927341,0.479381
0.359462,0.470489,0.473911
0.542342,0.811986,0.248789
0.44908,0.084753,0.194867
0.485533,0.195778,0.99572
0.849482,0.679351,0.521718
0.232564,0.548201,0.818733
0.179691,0.653925,0.905227
0.31841,0.089796,0.039797
0.240779,0.672206,0.233821
0.666978,0.759603,0.161162
0.14636,0.635418,0.631651
0.136623,0.17776,0.443637
0.385412,0.62684,0.044742
0.580279,0.628725,0.24052
0.092351,0.478207,0.436223
0.130422,0.227124,0.984424
0.949155,0.923167,0.63835
0.854382,0.241577,0.244498
0.410532,0.998708,0.433056
0.160705,0.665686,0.19266
0.321867,0.812046,0.828078
0.46987,0.948669,0.52219
0.429859,0.850434,0.665383
0.474601,0.430713,0.294108
0.715121,0.039417,0.772316
0.151344,0.686191,0.99944
0.135768,0.635346,0.922607
0.29047,0.00608,0.680536
0.051321,0.932964,0.679244
0.484377,0.093669,0.34493
0.193389,0.415536,0.673329
0.537819,0.401758,0.621998
0.06001,0.831617,0.472432
0.725393,0.306218,0.419498
0.019501,0.021339,0.975267
0.308169,0.689035,0.661458
0.823961,0.341156,0.813156
0.26292,0.147978,0.819236
0.943456,0.199299,0.752201
0.139052,0.683677,0.362222
0.000335,0.877066,0.294111
0.673664,0.931238,0.695869
0.812014,0.991248,0.527487
0.284447,0.716641,0.833705
0.220297,0.252494,0.371397
0.195564,0.560664,0.576784
0.373374,0.384625,0.91794
0.18653,0.647546,0.065919
0.005766,0.107354,0.78157
0.274319,0.762759,0.981599
0.636542,0.763094,0.375018
0.930653,0.436758,0.306256
0.142874,0.765124,0.297504
0.670361,0.049571,0.530497
0.020419,0.78622,0.299343
0.908168,0.498136,0.860007
0.484952,0.87151,0.760985
0.919245,0.05804,0.924883
0.501516,0.580159,0.032237
0.283086,0.37083,0.311348
0.264686,0.007372,0.074442
0.639704,0.454377,0.027552
0.94596,0.597252,0.792677
0.759816,0.783965,0.3586
0.806665,0.320736,0.144821
0.106008,0.228904,0.642957
0.482368,0.713857,0.03082
0.243353,0.149454,0.605212
0.168236,0.65097,0.185371
0.716825,0.450408,0.556202
0.028174,0.715094,0.079926
0.618968,0.87115,0.050656
0.646521,0.333462,0.647908
0.439198,0.60963,0.948225
0.797798,0.416295,0.268962
0.458971,0.522304,0.497866
0.618281,0.004672,0.728075
0.649101,0.764377,0.877529
0.254313,0.448965,0.044851
0.439685,0.682142,0.49526
0.512239,0.226668,0.726706
0.592165,0.845637,0.114209
0.642821,0.492158,0.447671
0.807081,0.447708,0.573654
0.271659,0.761858,0.989949
0.540621,0.22083,0.028605
0.554839,0.839111,0.549629
0.799267,0.488212,0.830358
0.193148,0.742525,0.279323
0.238,0.698562,0.961466
0.73326,0.727153,0.188134
0.976318,0.319319,0.550123
0.090527,0.478492,0.558633
0.054551,0.801926,0.006341
0.628205,0.073585,0.7682
0.134506,0.130558,0.505382
0.679464,0.685397,0.344493
0.229093,0.001016,0.349057
0.059452,0.194165,0.607934
0.855127,0.432165,0.306497
0.332945,0.681777,0.03365
0.037432,0.658095,0.869321
0.587555,0.748623,0.864166
0.146189,0.803174,0.666092
0.15253,0.947731,0.739677
0.437082,0.082237,0.870235
0.942464,0.761701,0.071984
0.803309,0.990795,0.073001
0.152366,0.566599,0.267166
0.760301,0.938078,0.215683
0.066798,0.271024,0.89746
0.6168,0.308456,0.071907
0.002474,0.896011,0.82053
0.86664,0.0422,0.140056
0.532732,0.711083,0.087787
0.788761,0.664517,0.170025
0.658996,0.123334,0.448078
0.247332,0.926643,0.438873
0.836685,0.07901,0.521824
0.620203,0.839311,0.459903
0.835886,0.422461,0.247279
0.249698,0.555613,0.555735
0.321606,0.558087,0.968098
0.658488,0.424727,0.526651
0.798545,0.473811,0.237734
0.886332,0.262572,0.418603
0.572709,0.43792,0.541937
0.020788,0.685253,0.984933
0.976013,0.03829,0.063943
0.01419,0.658494,0.419606
0.990445,0.49438,0.358419
0.237724,0.260431,0.914032
0.309811,0.582037,0.988472
0.277909,0.240525,0.413199
0.80456,0.555422,0.403363
0.558646,0.441755,0.665935
0.97725,0.530816,0.620208
0.035539,0.067956,0.821813
0.536824,0.04397,0.860103
0.117119,0.574512,0.518597
0.536725,0.564957,0.52933
0.895144,0.319033,0.306113
0.325529,0.628844,0.88815
0.314001,0.906753,0.645027
0.243552,0.711314,0.20045
0.646915,0.26996,0.158557
0.829203,0.24721,0.689373
0.965763,0.799102,0.273682
0.787576,0.335926,0.317652
0.647679,0.453046,0.892164
0.682629,0.506123,0.973473
0.728311,0.401268,0.292506
0.550776,0.243149,0.92135
0.438926,0.55715,0.828103
0.600305,0.800702,0.539417
0.800755,0.96397,0.809378
0.475664,0.309525,0.57294
0.68139,0.275288,0.372042
0.955072,0.062864,0.224321
0.272724,0.226895,0.677367
0.68124,0.425876,0.18349
0.171065,0.670539,0.10111
0.463571,0.221315,0.344259
0.384921,0.176593,0.417761
0.729376,0.776899,0.734816
0.268794,0.094006,0.698786
0.078172,0.569671,0.008311
0.167464,0.251061,0.283599
0.539507,0.206133,0.862815
0.28018,0.995209,0.08971
0.957547,0.192801,0.031939
0.657389,0.363866,0.702478
0.274852,0.827437,0.923794
0.135463,0.72871,0.616739
0.553225,0.458086,0.393638
0.288041,0.72688,0.487645
0.503179,0.321404,0.573668
0.51149,0.488869,0.824729
0.311441,0.544728,0.547214
0.174256,0.824908,0.058775
0.780318,0.298807,0.251576
0.328609,0.956196,0.615442
0.031088,0.7474,0.959231
0.471234,0.882864,0.687941
0.604325,0.952441,0.146027
0.997964,0.240482,0.38926
0.001961,0.260013,0.710664
0.575629,0.287855,0.715885
0.91671,0.599296,0.776965
0.980276,0.289904,0.118225
0.039051,0.586574,0.417032
0.290627,0.915184,0.889581
0.422421,0.462624,0.636981
0.381652,0.45021,0.036197
0.069593,0.054535,0.988638
0.21562,0.568851,0.745472
0.60488,0.570812,0.005485
0.831897,0.662793,0.29334
0.064134,0.095855,0.408988
0.8411,0.076131,0.215244
0.959325,0.631534,0.318171
0.89271,0.922161,0.749707
0.782291,0.344582,0.212331
0.935624,0.726234,0.178893
0.971822,0.795827,0.74978
0.476812,0.5278,0.318632
0.222285,0.649032,0.405796
0.744122,0.480929,0.06859
0.553815,0.545064,0.680797
0.962803,0.902516,0.273281
0.6944,0.861841,0.904815
0.012571,0.754551,0.826977
0.27863,0.053194,0.687911
0.490961,0.505171,0.930498
0.186206,0.476993,0.242677
0.935986,0.470157,0.770477
0.254618,0.692442,0.935862
0.176767,0.952917,0.933143
0.245357,0.506732,0.478207
0.442506,0.985887,0.897075
0.715787,0.680287,0.758917
0.620603,0.20921,0.02982
0.963932,0.48784,0.083015
0.168195,0.495153,0.588186
0.098693,0.681359,0.581531
0.857723,0.133698,0.56804
0.6282,0.904668,0.260483
0.080414,0.081435,0.2134
0.013558,0.843144,0.236484
0.008117,0.285651,0.222371
0.905193,0.51779,0.419011
0.180462,0.654745,0.628221
0.210282,0.618677,0.632414
0.809649,0.303225,0.127567
0.914187,0.401918,0.325279
0.01207,0.259641,0.975329
0.580111,0.404194,0.879997
0.356946,0.00096,0.961433
0.086698,0.014518,0.320929
0.323182,0.538988,0.60658
0.061905,0.444181,0.640723
0.480916,0.624643,0.295468
0.109138,0.351277,0.914146
0.257904,0.677279,0.733723
0.385471,0.107818,0.651993
