3,10000
0.12724,0.530599,0.162354
0.866029,0.697978,0.077518
0.864734,0.409075,0.307972
0.469097,0.192738,0.596342
0.691365,0.365826,0.025298
0.083263,0.674653,0.427725
0.588187,0.294114,0.689599
0.040617,0.13172,0.335432
0.423323,0.212824,0.391494
0.848158,0.823596,0.048795
0.807524,0.950836,0.095747
0.969878,0.816865,0.793725
0.563748,0.197951,0.719152
0.388073,0.183401,0.91189
0.984415,0.874766,0.794069
0.526066,0.474381,0.468722
0.470143,0.062569,0.279188
0.676095,0.103186,0.92726
0.011527,0.042861,0.140084
0.403022,0.891019,0.96368
0.968169,0.214895,0.914517
0.063916,0.184773,0.247734
0.857642,0.264873,0.962038
0.093146,0.652946,0.145439
0.005037,0.153714,0.020205
0.315458,0.196132,0.010939
0.78418,0.666275,0.073508
0.579721,0.34237,0.693046
0.506981,0.353898,0.252259
0.163418,0.273272,0.65963
0.127098,0.241441,0.874525
0.041615,0.305358,0.57565
0.805702,0.679352,0.840523
0.76774,0.28885,0.009822
0.913179,0.810239,0.163536
0.449736,0.125697,0.359668
0.977027,0.42623,0.025943
0.050535,0.005951,0.884666
0.259933,0.029284,0.238564
0.512192,0.709054,0.028188
0.688174,0.836153,0.785981
0.562699,0.39412,0.091339
0.654701,0.199822,0.287043
0.495225,0.483914,0.092246
0.021399,0.913445,0.902485
0.184935,0.363182,0.028183
0.060955,0.340209,0.454413
0.60325,0.907097,0.976716
0.487916,0.683382,0.522352
0.242832,0.711927,0.231407
0.27102,0.400101,0.06756
0.057002,0.479153,0.978032
0.664693,0.133854,0.694207
0.468089,0.145431,0.178121
0.560335,0.16683,0.091567
0.46282,0.868117,0.971101
0.007355,0.929072,0.31131
0.461768,0.532323,0.734759
0.438484,0.020239,0.934494
0.477189,0.263072,0.646421
0.708596,0.050444,0.046522
0.776156,0.623798,0.525675
0.27054,0.288492,0.175882
0.964747,0.272933,0.321313
0.142869,0.34962,0.488144
0.234436,0.81244,0.356261
0.205537,0.819796,0.285334
0.033199,0.797916,0.334009
0.284311,0.752753,0.354248
0.218805,0.229942,0.133672
0.865226,0.938538,0.700469
0.4281,0.231046,0.324267
0.953776,0.501586,0.129111
0.129658,0.982686,0.402044
0.967323,0.125555,0.751664
0.455467,0.876343,0.080457
0.328081,0.08188,0.416605
0.129767,0.631431,0.214521
0.463776,0.915742,0.483626
0.334376,0.650899,0.713568
0.984401,0.032477,0.168458
0.68487,0.460578,0.399504
0.525489,0.930706,0.417443
0.654601,0.060364,0.400129
0.572997,0.544039,0.042036
0.841014,0.999507,0.918379
0.437823,0.84394,0.516611
0.854428,0.973707,0.148042
0.585301,0.953835,0.580137
0.068928,0.804563,0.231036
0.298848,0.788964,0.779866
0.467307,0.990186,0.240444
0.383163,0.515676,0.17115
0.800606,0.686629,0.747866
0.717087,0.775978,0.291905
0.759123,0.616992,0.807764
0.193854,0.571167,0.651704
0.710465,0.425595,0.141763
0.37486,0.527249,0.095598
0.954997,0.112529,0.900162
0.702385,0.411377,0.689126
0.482251,0.878684,0.195665
0.239047,0.7782,0.227693
0.410197,0.095158,0.914322
0.158063,0.812246,0.6903
0.966321,0.087721,0.823645
0.774085,0.797928,0.394812
0.42579,0.508393,0.33676
0.567553,0.399605,0.380361
0.179504,0.870954,0.49289
0.079666,0.57334,0.420619
0.285144,0.571943,0.815656
0.997161,0.327343,0.593856
0.224854,0.73754,0.689014
0.139176,0.411956,0.017612
0.345829,0.378277,0.621686
0.685826,0.152362,0.419614
0.080638,0.094504,0.444359
0.93375,0.17841,0.843965
0.830463,0.357914,0.714919
0.323353,0.953932,0.804611
0.260325,0.239076,0.892907
0.075981,0.236238,0.22025
0.669837,0.461092,0.474142
0.875203,0.116621,0.886098
0.409168,0.46245,0.264375
0.030854,0.148276,0.416738
0.96682,0.745266,0.511242
0.927531,0.195369,0.689652
0.771496,0.025832,0.563918
0.002768,0.865538,0.51785
0.323731,0.125863,0.273279
0.73299,0.201844,0.025869
0.469592,0.388033,0.003313
0.943735,0.263236,0.119934
0.829833,0.672404,0.098736
0.094209,0.21961,0.763364
0.027299,0.18643,0.024983
0.054893,0.630314,0.220352
0.260898,0.40181,0.246184
0.341168,0.92093,0.628074
0.859019,0.761014,0.753937
0.132298,0.494004,0.472133
0.158167,0.963597,0.860166
0.16148,0.907332,0.639755
0.797767,0.253517,0.312159
0.896503,0.864078,0.048122
0.17622,0.407729,0.750904
0.201203,0.978975,0.381218
0.421555,0.239873,0.299381
0.184091,0.097393,0.220311
0.812166,0.956412,0.497677
0.082455,0.605062,0.991682
0.554589,0.279581,0.471631
0.414755,0.957414,0.895315
0.05451,0.755181,0.665184
0.883022,0.168036,0.529263
0.931144,0.344256,0.936992
0.1984,0.545459,0.432319
0.579619,0.483366,0.188544
0.879,0.18381,0.285938
0.615663,0.512328,0.24235
0.113341,0.594783,0.363765
0.621375,0.665724,0.643346
0.093006,0.596832,0.60076
0.504673,0.651342,0.872293
0.169857,0.050716,0.04033
0.215472,0.498212,0.900938
0.152465,0.696613,0.96275
0.101136,0.792584,0.962468
0.289681,0.671584,0.146278
0.575619,0.287247,0.658606
0.817969,0.91694,0.769742
0.698086,0.538315,0.435466
0.341433,0.631321,0.032298
0.942193,0.652346,0.199993
0.330839,0.822204,0.767061
0.371169,0.037676,0.265274
0.788459,0.706493,0.478239
0.751209,0.80763,0.270823
0.23003,0.097311,0.458759
0.376308,0.67293,0.746006
0.551267,0.007251,0.662947
0.321009,0.22169,0.201262
0.272827,0.563123,0.348936
0.305126,0.021668,0.517634
0.021471,0.352507,0.339838
0.788532,0.240028,0.893867
0.570158,0.54484,0.60036
0.564749,0.296049,0.924342
0.835572,0.526079,0.538005
0.294331,0.41874,0.727287
0.55669,0.970007,0.250891
0.219637,0.291016,0.472581
0.937251,0.563843,0.035704
0.802539,0.385321,0.573724
0.320174,0.406792,0.442584
0.176364,0.711677,0.682612
0.070231,0.281835,0.227452
0.186944,0.846585,0.039854
0.627638,0.198509,0.082285
0.165644,0.009193,0.017377
0.409283,0.565883,0.987384
0.660174,0.301872,0.794752
0.132755,0.755475,0.874948
0.684811,0.558015,0.776621
0.774888,0.394541,0.699766
0.217472,0.570905,0.411443
0.900084,0.157489,0.20963
0.643889,0.860785,0.572567
0.200095,0.488423,0.771077
0.28238,0.170419,0.296622
0.81611,0.579703,0.862505
0.803494,0.239877,0.164377
0.114599,0.888985,0.436204
0.989547,0.090148,0.994219
0.766168,0.865036,0.905112
0.465934,0.59886,0.99237
0.393729,0.498945,0.149859
0.60336,0.659186,0.010644
0.692279,0.859281,0.015419
0.979708,0.658013,0.185839
0.27633,0.474123,0.281894
0.138835,0.79397,0.038123
0.819564,0.908569,0.44346
0.255769,0.898116,0.533609
0.76634,0.180636,0.914997
0.671453,0.162923,0.513858
0.180175,0.073004,0.529155
0.330034,0.676364,0.188341
0.85703,0.884996,0.563974
0.388801,0.864704,0.738339
0.090992,0.141035,0.212463
0.372886,0.796222,0.006433
0.41101,0.132139,0.431354
0.85447,0.90426,0.32947
0.904431,0.6706,0.026458
0.335781,0.858405,0.705733
0.365991,0.03858,0.778738
0.411498,0.884966,0.971454
0.116191,0.258348,0.85645
0.680165,0.64715,0.237507
0.418504,0.738142,0.378542
0.147319,0.111029,0.691116
0.153752,0.038391,0.823255
0.585106,0.409213,0.243867
0.430928,0.829997,0.914468
0.973739,0.68213,0.289225
0.195824,0.048121,0.844158
0.974562,0.459619,0.245476
0.946017,0.57581,0.503825
0.318819,0.772327,0.667327
0.556326,0.190831,0.405469
0.45122,0.854503,0.03285
0.658689,0.008255,0.587593
0.998296,0.109714,0.996807
0.242164,0.056994,0.343156
0.672984,0.547085,0.025286
0.962209,0.74291,0.589759
0.322719,0.717472,0.049378
0.568196,0.179841,0.14154
0.588373,0.015013,0.913867
0.2557,0.087691,0.62105
0.661169,0.538912,0.475553
0.210372,0.713953,0.000161
0.797965,0.712249,0.626227
0.311124,0.954413,0.199573
0.65428,0.627397,0.746659
0.195918,0.105959,0.489569
0.785677,0.428678,0.723393
0.351407,0.513226,0.419587
0.492947,0.101599,0.950952
0.923166,0.357299,0.038643
0.544217,0.534821,0.093907
0.536122,0.745193,0.80786
0.536283,0.543158,0.52011
0.678862,0.370635,0.990875
0.878436,0.541267,0.134625
0.141447,0.737186,0.240584
0.631016,0.522863,0.185614
0.870761,0.874271,0.698841
0.8067,0.88357,0.80044
0.757652,0.806737,0.15774
0.796296,0.867306,0.692561
0.890203,0.91978,0.954106
0.214416,0.972416,0.013616
0.250878,0.651278,0.384251
0.241753,0.046066,0.925519
0.376378,0.187513,0.179057
0.133314,0.818529,0.70192
0.318929,0.205643,0.092543
0.01777,0.528695,0.492466
0.334562,0.286348,0.299203
0.008654,0.598996,0.682861
0.217567,0.005551,0.602641
0.171673,0.219967,0.091409
0.18529,0.470845,0.742688
0.085893,0.228951,0.788754
0.527764,0.121681,0.976268
0.706821,0.254996,0.311149
0.925094,0.090277,0.033144
0.017637,0.624399,0.56184
0.510103,0.958961,0.36454
0.325658,0.483968,0.963536
0.524871,0.701535,0.485439
0.643865,0.873209,0.705407
0.735274,0.574851,0.692604
0.477962,0.177096,0.921555
0.783069,0.704861,0.559589
0.275689,0.411682,0.814585
0.586838,0.336776,0.904862
0.136335,0.870766,0.045613
0.698175,0.897221,0.004574
0.579067,0.22288,0.488542
0.542603,0.264103,0.70643
0.028042,0.907968,0.095991
0.249801,0.643243,0.670842
0.942406,0.637557,0.36429
0.380313,0.936978,0.069151
0.456254,0.212667,0.997186
0.270839,0.799506,0.333962
0.692053,0.452193,0.204728
0.254018,0.150368,0.10195
0.258593,0.729435,0.841182
0.263487,0.78839,0.105285
0.486269,0.332784,0.529606
0.58226,0.098938,0.172849
0.769454,0.557696,0.326758
0.133745,0.454361,0.263737
0.202896,0.910616,0.476404
0.200082,0.181455,0.792262
0.050397,0.389861,0.244455
0.771477,0.643879,0.911175
0.389779,0.418824,0.156962
0.230961,0.198664,0.461704
0.852599,0.684933,0.794489
0.382205,0.267194,0.893427
0.071406,0.036648,0.451123
0.914516,0.170393,0.905484
0.178253,0.889642,0.332452
0.17101,0.089724,0.03026
0.963272,0.656473,0.420121
0.72408,0.427951,0.580352
0.635255,0.81773,0.515529
0.30857,0.565044,0.714193
0.770274,0.417643,0.915478
0.081115,0.3162,0.699024
0.490894,0.903958,0.735673
0.458369,0.818474,0.422418
0.880206,0.51308,0.828412
0.212658,0.68409,0.434489
0.242918,0.163714,0.090962
0.179391,0.404146,0.518913
0.759744,0.039402,0.336644
0.791625,0.864324,0.41804
0.02217,0.634598,0.352035
0.937648,0.232066,0.668235
0.636673,0.72296,0.088545
0.888698,0.18133,0.423371
0.827468,0.061536,0.936451
0.655881,0.274194,0.136893
0.606722,0.033465,0.81696
0.697684,0.212856,0.221106
0.216598,0.9726,0.77686
0.069594,0.280577,0.641184
0.003986,0.302747,0.792135
0.356021,0.756748,0.024201
0.540608,0.393421,0.747161
0.629153,0.798471,0.444843
0.052524,0.142291,0.506379
0.505328,0.314524,0.296926
0.642221,0.921246,0.330391
0.459181,0.135283,0.543247
0.680288,0.868233,0.0322
0.457148,0.454179,0.312777
0.614685,0.458165,0.131877
0.40682,0.814186,0.888625
0.431021,0.354794,0.798398
0.694534,0.983947,0.596869
0.139378,0.552823,0.255512
0.645757,0.058151,0.086389
0.459035,0.216725,0.523987
0.789426,0.192258,0.65927
0.332674,0.388898,0.527503
0.881226,0.846047,0.981682
0.710355,0.460732,0.439847
0.842232,0.383904,0.770385
0.730857,0.814925,0.641531
0.529255,0.509459,0.625478
0.642476,0.648837,0.694654
0.897989,0.810947,0.269157
0.50073,0.269982,0.485882
0.024717,0.575761,0.194493
0.683988,0.424787,0.583391
0.211491,0.306013,0.94579
0.709526,0.016368,0.922874
0.665725,0.858601,0.306778
0.952463,0.589458,0.638055
0.593994,0.118714,0.147515
0.735825,0.76119,0.312704
0.430479,0.175531,0.640003
0.699636,0.676261,0.909986
0.701871,0.700979,0.485747
0.896364,0.901319,0.910534
0.996107,0.629162,0.732899
0.941898,0.338688,0.749267
0.864772,0.520766,0.12422
0.171551,0.473229,0.230031
0.809606,0.067223,0.348745
0.473473,0.803048,0.626287
0.786178,0.233527,0.318171
0.942533,0.449516,0.510784
0.852519,0.667739,0.728115
0.854618,0.080455,0.629434
0.281504,0.076562,0.258597
0.014403,0.01846,0.113637
0.280023,0.399585,0.634403
0.920595,0.571136,0.107632
0.150626,0.897094,0.174856
0.015723,0.370568,0.977904
0.158363,0.673098,0.727784
0.476534,0.615631,0.693652
0.50367,0.984503,0.361391
0.231786,0.839121,0.958198
0.377572,0.636978,0.551112
0.152521,0.651381,0.569573
0.266159,0.447756,0.969158
0.900562,0.368352,0.056646
0.524547,0.03533,0.95374
0.215755,0.051054,0.84066
0.710011,0.209417,0.513758
0.437795,0.202303,0.645742
0.647799,0.705973,0.630245
0.525542,0.454111,0.469366
0.48374,0.348036,0.106344
0.034853,0.500557,0.274078
0.120778,0.766716,0.238186
0.606288,0.183631,0.12289
0.662934,0.708178,0.158221
0.133026,0.923933,0.209275
0.490039,0.633944,0.935044
0.003797,0.588092,0.137347
0.649539,0.235891,0.359672
0.279784,0.277786,0.813784
0.265503,0.761526,0.678172
0.888199,0.312731,0.178729
0.678629,0.433509,0.945446
0.433168,0.556149,0.129077
0.556058,0.735435,0.353607
0.714279,0.868462,0.793892
0.439906,0.358501,0.427836
0.37495,0.87865,0.53228
0.512297,0.044542,0.284524
0.388322,0.840678,0.56231
0.718458,0.106181,0.840188
0.39663,0.510733,0.15292
0.575359,0.189362,0.102781
0.520805,0.62253,0.658931
0.166234,0.694941,0.394366
0.519841,0.925572,0.77918
0.313733,0.365479,0.654033
0.257922,0.740429,0.049036
0.306554,0.769079,0.093578
0.10743,0.673753,0.934256
0.66974,0.392211,0.55679
0.026281,0.788841,0.067523
0.179201,0.880552,0.773237
0.798334,0.401358,0.91212
0.457265,0.083944,0.123413
0.367984,0.120138,0.048985
0.663516,0.950223,0.414464
0.833902,0.208145,0.671246
0.882938,0.031052,0.956677
0.976516,0.138482,0.63043
0.427124,0.324575,0.022641
0.983914,0.350856,0.327834
0.567789,0.046409,0.208386
0.857379,0.844743,0.126096
0.769499,0.818361,0.726393
0.892912,0.702697,0.846531
0.458249,0.366213,0.796754
0.872714,0.200115,0.521252
0.54396,0.599405,0.552304
0.016989,0.092273,0.207138
0.647419,0.519398,0.531713
0.186412,0.019664,0.882569
0.514246,0.103806,0.928978
0.238984,0.961185,0.290074
0.365081,0.247036,0.108435
0.091474,0.6563,0.811132
0.454357,0.114549,0.693697
0.251111,0.503615,0.410165
0.288715,0.563927,0.00957
0.841019,0.580916,0.618196
0.56451,0.228335,0.137594
0.096223,0.414747,0.67361
0.978793,0.445345,0.777416
0.424123,0.68433,0.254953
0.714197,0.565763,0.018341
0.338984,0.657237,0.674641
0.150116,0.111594,0.305543
0.360166,0.879057,0.809158
0.770331,0.167773,0.889438
0.296253,0.525144,0.470354
0.914449,0.089654,0.215042
0.568395,0.185878,0.146141
0.242006,0.681023,0.107839
0.535774,0.105146,0.792169
0.30708,0.335696,0.357932
0.325421,0.67468,0.531521
0.516415,0.341149,0.159467
0.33831,0.701315,0.554876
0.66382,0.987998,0.722649
0.553258,0.284251,0.764146
0.539965,0.715053,0.8538
0.755007,0.283448,0.55603
0.4175,0.041806,0.753405
0.525339,0.093933,0.374904
0.83386,0.917365,0.7106
0.191792,0.242786,0.901632
0.239665,0.275553,0.242781
0.915484,0.613863,0.460448
0.470361,0.277684,0.448446
0.709362,0.830942,0.24905
0.473508,0.887259,0.480455
0.843661,0.642266,0.280255
0.916043,0.576119,0.322062
0.669449,0.101458,0.932347
0.044353,0.935319,0.849712
0.271305,0.643463,0.60885
0.172937,0.399481,0.884404
0.932071,0.314965,0.498267
0.392519,0.301678,0.292303
0.357318,0.011041,0.639598
0.606368,0.000901,0.526857
0.603175,0.360914,0.685476
0.88343,0.276958,0.261595
0.721844,0.462759,0.363053
0.654191,0.023464,0.814724
0.020255,0.294769,0.458188
0.629106,0.984058,0.374021
0.029862,0.916129,0.688986
0.528129,0.308649,0.507017
0.336785,0.182319,0.03441
0.976383,0.305039,0.035311
0.50324,0.908214,0.912578
0.705068,0.791644,0.705888
0.966663,0.029841,0.168647
0.846069,0.200384,0.708463
0.660793,0.22064,0.003232
0.635333,0.366098,0.503642
0.009354,0.39596,0.419772
0.214693,0.440441,0.244773
0.72171,0.777226,0.427092
0.272472,0.269961,0.732131
0.824135,0.773202,0.156697
0.736713,0.994622,0.948341
0.442601,0.961286,0.978182
0.1276,0.807355,0.178567
0.836063,0.9845,0.915559
0.355647,0.619834,0.281657
0.85929,0.14554,0.677617
0.795414,0.360233,0.118058
0.040187,0.598295,0.411637
0.467279,0.870767,0.681598
0.715762,0.211255,0.971152
0.872459,0.947968,0.965775
0.337152,0.906922,0.927061
0.831687,0.550874,0.250768
0.526606,0.386938,0.235268
0.442165,0.258937,0.371454
0.240174,0.118227,0.516995
0.917791,0.913641,0.39358
0.552201,0.47018,0.991876
0.963838,0.453811,0.378995
0.645437,0.169573,0.59025
0.132941,0.558384,0.054571
0.098716,0.895537,0.477845
0.542129,0.727224,0.028719
0.792897,0.770182,0.932009
0.544518,0.212347,0.190947
0.915972,0.452521,0.825526
0.432967,0.886664,0.25552
0.826548,0.438865,0.7257
0.334776,0.919056,0.695864
0.230123,0.080845,0.865437
0.336726,0.213786,0.940174
0.907649,0.828855,0.835711
0.385494,0.370984,0.079287
0.414213,0.680234,0.849469
0.346223,0.224752,0.578168
0.053522,0.657076,0.547041
0.879048,0.090044,0.433705
0.65092,0.432944,0.388922
0.376621,0.284072,0.82433
0.588837,0.030547,0.421527
0.454274,0.367273,0.635314
0.9108,0.274922,0.980521
0.262863,0.176768,0.867857
0.34215,0.590982,0.548091
0.707971,0.937205,0.289195
0.802491,0.990727,0.946272
0.349532,0.386127,0.552668
0.299589,0.037048,0.985612
0.204864,0.930021,0.786036
0.029194,0.518858,0.816583
0.450722,0.489484,0.183857
0.602388,0.400285,0.975131
0.582909,0.663148,0.1519
0.450766,0.521651,0.259234
0.51521,0.229622,0.712791
0.804405,0.548466,0.21987
0.267029,0.897998,0.605997
0.819697,0.71394,0.643045
0.321661,0.918804,0.089418
0.107697,0.947998,0.608276
0.924281,0.39872,0.614113
0.62449,0.51746,0.014398
0.115973,0.100369,0.193898
0.784225,0.067488,0.715549
0.043459,0.09905,0.461524
0.75625,0.419807,0.00999
0.97612,0.686837,0.42434
0.582118,0.022886,0.13828
0.741515,0.8609,0.057084
0.347286,0.968597,0.005083
0.955562,0.40923,0.920155
0.086027,0.550072,0.437616
0.100425,0.182398,0.054337
0.294324,0.966623,0.638177
0.526225,0.010083,0.737227
0.987749,0.282685,0.157035
0.514091,0.258806,0.843872
0.938432,0.357276,0.38311
0.593064,0.615143,0.24401
0.650149,0.478781,0.72896
0.171584,0.950696,0.654542
0.091739,0.036723,0.204615
0.045707,0.137149,0.387013
0.616397,0.947825,0.869988
0.254574,0.990402,0.396423
0.508154,0.494504,0.679109
0.665189,0.008595,0.454267
0.025413,0.463379,0.327895
0.408523,0.056444,0.45939
0.652534,0.706593,0.938172
0.381494,0.394529,0.888868
0.552388,0.486268,0.925591
0.757003,0.048328,0.579092
0.660368,0.664725,0.043269
0.530357,0.435651,0.033672
0.443132,0.943805,0.044528
0.122241,0.125346,0.053123
0.09286,0.150759,0.032855
0.420755,0.559283,0.089299
0.396498,0.728169,0.312244
0.33467,0.626015,0.706773
0.73989,0.178403,0.709393
0.181833,0.451759,0.274073
0.760926,0.628479,0.45515
0.320547,0.675188,0.890802
0.870571,0.118321,0.350959
0.915099,0.240562,0.476306
0.484575,0.849775,0.627065
0.033782,0.786882,0.7027
0.123081,0.18338,0.947221
0.951677,0.034402,0.573236
0.174802,0.774292,0.267992
0.400547,0.956126,0.719751
0.674621,0.233404,0.864582
0.129771,0.070303,0.539771
0.536925,0.940875,0.658092
0.887885,0.372326,0.415006
0.880543,0.373253,0.264781
0.02396,0.407035,0.051664
0.243013,0.046468,0.751396
0.190234,0.998145,0.785799
0.279823,0.689299,0.076443
0.547815,0.089847,0.548921
0.783918,0.764468,0.298677
0.6485,0.410591,0.368981
0.188271,0.947517,0.826208
0.362715,0.351754,0.198534
0.777722,0.232297,0.08814
0.042503,0.772609,0.495175
0.610519,0.015622,0.541644
0.361916,0.205857,0.056141
0.664067,0.48568,0.745441
0.74051,0.549847,0.835288
0.805784,0.850117,0.116108
0.104461,0.014969,0.526699
0.473442,0.719593,0.474216
0.29965,0.082308,0.342322
0.014537,0.376382,0.090971
0.619029,0.418886,0.863581
0.114204,0.545757,0.879203
0.1722,0.424025,0.601412
0.228342,0.088092,0.603444
0.490135,0.344955,0.669643
0.325423,0.150739,0.51976
0.957883,0.771552,0.051082
0.484582,0.244995,0.770675
0.475151,0.060997,0.369335
0.817473,0.591886,0.745718
0.908445,0.210915,0.680956
0.288378,0.841472,0.226713
0.167581,0.013672,0.167091
0.285346,0.758366,0.771535
0.88879,0.248501,0.632842
0.558434,0.090276,0.783581
0.594546,0.048159,0.555134
0.645628,0.049094,0.316481
0.932655,0.524245,0.89383
0.301991,0.85807,0.485717
0.564061,0.282867,0.212984
0.245017,0.571245,0.054456
0.988082,0.255179,0.584481
0.155173,0.540525,0.342847
0.443061,0.429315,0.591349
0.075903,0.504101,0.681625
0.859485,0.098648,0.246137
0.930971,0.260628,0.295231
0.763804,0.193284,0.335828
0.657634,0.011627,0.193898
0.659703,0.575688,0.476766
0.38904,0.337057,0.564363
0.443496,0.325139,0.819542
0.027977,0.996665,0.360067
0.887177,0.439726,0.305735
0.478526,0.515629,0.809836
0.676503,0.891466,0.424836
0.92264,0.338789,0.685465
0.217871,0.102593,0.395101
0.553699,0.27658,0.406728
0.26395,0.452635,0.498768
0.257068,0.841675,0.835825
0.821431,0.801524,0.160964
0.640974,0.345853,0.673981
0.517393,0.23303,0.113707
0.823128,0.711556,0.629337
0.149317,0.38806,0.520803
0.574153,0.3107,0.859593
0.77597,0.044924,0.478538
0.171071,0.114975,0.27147
0.094151,0.378925,0.724106
0.592919,0.635993,0.082133
0.945096,0.457425,0.883657
0.622413,0.614751,0.229511
0.296394,0.132144,0.978893
0.410102,0.955273,0.69045
0.555791,0.620942,0.594862
0.592946,0.195095,0.421914
0.968891,0.487418,0.466838
0.44743,0.658489,0.098166
0.235252,0.268993,0.477091
0.47571,0.378264,0.629437
0.557844,0.323361,0.086862
0.957853,0.462126,0.701613
0.703716,0.75852,0.350109
0.68261,0.684974,0.821734
0.37306,0.240765,0.442676
0.484274,0.350064,0.637772
0.906188,0.318955,0.641542
0.889379,0.766385,0.816383
0.987545,0.51799,0.085376
0.980988,0.9937,0.979993
0.610425,0.067896,0.819706
0.697287,0.02575,0.281832
0.915252,0.729466,0.556704
0.781714,0.412076,0.758031
0.603448,0.301488,0.515148
0.046125,0.785762,0.865212
0.200249,0.691951,0.184168
0.841791,0.097682,0.466905
0.658174,0.601579,0.984895
0.259903,0.582567,0.978596
0.239896,0.192993,0.046492
0.059602,0.406632,0.588594
0.857786,0.838237,0.318061
0.41449,0.619951,0.730137
0.172521,0.223399,0.031626
0.68767,0.269524,0.33374
0.552882,0.986125,0.542043
0.73705,0.827916,0.639725
0.720308,0.002443,0.241304
0.705203,0.262346,0.823872
0.200151,0.502242,0.533217
0.762996,0.078196,0.456201
0.35159,0.935982,0.294438
0.669651,0.350472,0.430741
0.916141,0.039346,0.654141
0.464119,0.727016,0.440017
0.797859,0.79625,0.426143
0.339903,0.049653,0.770411
0.49598,0.769961,0.772854
0.737285,0.991516,0.0352
0.077509,0.191668,0.053794
0.127078,0.954664,0.648342
0.583279,0.306254,0.584324
0.877718,0.492258,0.934797
0.308459,0.924751,0.490495
0.478952,0.38887,0.217511
0.435322,0.186729,0.530113
0.861465,0.042984,0.579766
0.148228,0.538965,0.866079
0.921083,0.792602,0.857596
0.472635,0.870111,0.049264
0.042782,0.997189,0.52028
0.691124,0.09682,0.342886
0.275449,0.49089,0.351496
0.726598,0.315702,0.276247
0.217093,0.794654,0.665117
0.950956,0.229976,0.368199
0.997421,0.607793,0.411183
0.577188,0.756022,0.4665
0.959619,0.193457,0.259102
0.817215,0.182444,0.129213
0.382831,0.225226,0.642754
0.419463,0.432703,0.255927
0.76235,0.708152,0.746817
0.113846,0.951102,0.062519
0.390094,0.684547,0.373526
0.571563,0.151855,0.119854
0.939762,0.149276,0.727648
0.867298,0.242816,2.2e-05
0.333798,0.202436,0.193479
0.592901,0.536003,0.375923
0.238466,0.918835,0.117502
0.397573,0.85465,0.550205
0.6535,0.617,0.774709
0.400317,0.247199,0.242163
0.979189,0.637293,0.92671
0.352715,0.725208,0.078565
0.472569,0.664971,0.227841
0.716569,0.532269,0.470658
0.716591,0.866067,0.189446
0.426422,0.97532,0.725449
0.318698,0.213787,0.160636
0.4362,0.61136,0.015287
0.502757,0.781212,0.148639
0.277466,0.697881,0.395838
0.519629,0.67707,0.549483
0.962691,0.546137,0.274692
0.041256,0.535059,0.939663
0.785449,0.251628,0.988284
0.772459,0.484572,0.370703
0.961905,0.910994,0.346024
0.203707,0.746044,0.076163
0.364343,0.182244,0.203875
0.895982,0.201353,0.985087
0.044622,0.995171,0.682968
0.956812,0.031152,0.876391
0.506296,0.993843,0.93888
